Member_number,Date,productId,items,order_id,productName,price,Category,Total_Cost,Month
3250,2014-10-19,38,2,8381,soda,0.8,Beverages,1.6,2014-10
3306,2014-02-05,22,3,8580,root vegetables,1.8,Fresh Food,5.4,2014-02
3923,2014-12-19,22,1,10909,root vegetables,1.8,Fresh Food,1.8,2014-12
1099,2014-07-18,3,2,355,pip fruit,3.0,Fresh Food,6.0,2014-07
1005,2014-01-09,5,3,27,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2014-01
2593,2014-04-13,44,3,5938,newspapers,3.2,Specialty & Seasonal,9.600000000000001,2014-04
1657,2014-03-04,33,1,2420,frozen potato products,3.0,Frozen & Processed Food,3.0,2014-03
4059,2014-06-13,64,1,11362,UHT-milk,2.1,Dairy,2.1,2014-06
2094,2014-03-02,2,2,4098,whole milk,1.8,Dairy,3.6,2014-03
1124,2014-08-23,18,1,452,yogurt,2.2,Dairy,2.2,2014-08
2967,2014-01-23,25,2,7334,canned beer,1.1,Beverages,2.2,2014-01
4685,2014-07-16,21,3,13799,hamburger meat,12.3,Fresh Food,36.900000000000006,2014-07
3254,2014-03-02,2,3,8397,whole milk,1.8,Dairy,5.4,2014-03
2151,2014-08-15,26,3,4287,berries,10.8,Fresh Food,32.400000000000006,2014-08
2950,2014-10-17,2,3,7265,whole milk,1.8,Dairy,5.4,2014-10
2497,2014-08-06,19,1,5565,sausage,3.1,Fresh Food,3.1,2014-08
3034,2014-12-14,8,1,7572,beef,19.5,Fresh Food,19.5,2014-12
1269,2014-04-14,5,2,969,rolls/buns,1.2,Bakery & Sweets,2.4,2014-04
3127,2014-12-03,74,2,7934,whipped/sour cream,5.5,Dairy,11.0,2014-12
3614,2014-01-06,4,2,9743,other vegetables,0.8,Fresh Food,1.6,2014-01
1233,2014-08-28,4,2,844,other vegetables,0.8,Fresh Food,1.6,2014-08
3063,2014-12-13,25,2,7687,canned beer,1.1,Beverages,2.2,2014-12
3410,2014-02-22,13,3,8946,packaged fruit/vegetables,3.5,Fresh Food,10.5,2014-02
2070,2014-12-20,6,3,4004,pot plants,3.5,Household & Hygiene,10.5,2014-12
1975,2014-01-09,5,3,3634,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2014-01
3912,2014-12-08,18,2,10858,yogurt,2.2,Dairy,4.4,2014-12
1544,2014-04-24,22,3,1988,root vegetables,1.8,Fresh Food,5.4,2014-04
1508,2014-09-28,5,3,1866,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2014-09
3342,2014-09-06,124,3,8711,specialty fat,4.5,Pantry Staples,13.5,2014-09
2964,2014-09-22,1,3,7326,tropical fruit,7.8,Fresh Food,23.4,2014-09
1752,2014-11-23,44,1,2756,newspapers,3.2,Specialty & Seasonal,3.2,2014-11
4908,2014-05-08,1,2,14645,tropical fruit,7.8,Fresh Food,15.6,2014-05
2559,2014-07-31,23,2,5807,pork,7.2,Fresh Food,14.4,2014-07
3926,2014-02-10,66,1,10916,onions,1.3,Fresh Food,1.3,2014-02
2975,2014-03-27,22,3,7358,root vegetables,1.8,Fresh Food,5.4,2014-03
3443,2014-09-26,19,3,9057,sausage,3.1,Fresh Food,9.3,2014-09
4712,2014-09-07,3,3,13915,pip fruit,3.0,Fresh Food,9.0,2014-09
2041,2014-05-09,70,2,3876,margarine,3.5,Pantry Staples,7.0,2014-05
4718,2014-03-08,7,2,13935,citrus fruit,1.5,Fresh Food,3.0,2014-03
3584,2014-11-18,21,2,9623,hamburger meat,12.3,Fresh Food,24.6,2014-11
4691,2014-05-08,2,2,13826,whole milk,1.8,Dairy,3.6,2014-05
4226,2014-09-08,11,2,12033,butter,3.2,Dairy,6.4,2014-09
3221,2014-01-30,80,1,8274,salty snack,0.5,Snacks,0.5,2014-01
3874,2014-07-19,50,2,10721,bottled beer,1.8,Beverages,3.6,2014-07
1866,2014-02-09,131,3,3206,roll products,8.6,Specialty & Seasonal,25.799999999999997,2014-02
3139,2014-06-26,4,2,7973,other vegetables,0.8,Fresh Food,1.6,2014-06
4131,2014-07-02,66,1,11649,onions,1.3,Fresh Food,1.3,2014-07
2961,2014-07-31,66,3,7314,onions,1.3,Fresh Food,3.9000000000000004,2014-07
3651,2014-09-09,89,1,9866,spread cheese,2.5,Dairy,2.5,2014-09
4137,2014-06-25,21,3,11673,hamburger meat,12.3,Fresh Food,36.900000000000006,2014-06
4997,2014-01-05,2,2,14952,whole milk,1.8,Dairy,3.6,2014-01
3348,2014-03-30,4,1,8734,other vegetables,0.8,Fresh Food,0.8,2014-03
4700,2014-10-19,4,3,13875,other vegetables,0.8,Fresh Food,2.4000000000000004,2014-10
3190,2014-08-26,16,2,8168,butter milk,6.1,Dairy,12.2,2014-08
4772,2014-06-02,2,3,14137,whole milk,1.8,Dairy,5.4,2014-06
2070,2014-03-29,3,1,4001,pip fruit,3.0,Fresh Food,3.0,2014-03
2512,2014-12-19,4,1,5618,other vegetables,0.8,Fresh Food,0.8,2014-12
3783,2014-11-07,4,1,10383,other vegetables,0.8,Fresh Food,0.8,2014-11
3681,2014-06-09,70,1,9987,margarine,3.5,Pantry Staples,3.5,2014-06
1620,2014-02-27,17,2,2274,bottled water,0.5,Beverages,1.0,2014-02
1580,2014-05-19,7,3,2112,citrus fruit,1.5,Fresh Food,4.5,2014-05
4268,2014-07-12,60,2,12194,cream cheese,6.3,Dairy,12.6,2014-07
1770,2014-07-01,11,1,2829,butter,3.2,Dairy,3.2,2014-07
1077,2014-07-17,24,3,277,pastry,3.1,Bakery & Sweets,9.3,2014-07
2310,2014-04-22,2,1,4881,whole milk,1.8,Dairy,1.8,2014-04
1879,2014-11-08,18,2,3262,yogurt,2.2,Dairy,4.4,2014-11
2293,2014-07-30,134,2,4818,cereals,4.5,Snacks,9.0,2014-07
3324,2014-05-07,58,2,8655,ice cream,1.8,Frozen & Processed Food,3.6,2014-05
2149,2014-08-16,21,3,4284,hamburger meat,12.3,Fresh Food,36.900000000000006,2014-08
4380,2014-08-12,61,3,12649,liquor,8.5,Beverages,25.5,2014-08
3268,2014-01-23,7,1,8451,citrus fruit,1.5,Fresh Food,1.5,2014-01
2562,2014-07-13,4,3,5821,other vegetables,0.8,Fresh Food,2.4000000000000004,2014-07
4092,2014-06-19,26,3,11483,berries,10.8,Fresh Food,32.400000000000006,2014-06
1486,2014-12-02,38,2,1779,soda,0.8,Beverages,1.6,2014-12
2538,2014-10-15,74,1,5722,whipped/sour cream,5.5,Dairy,5.5,2014-10
1254,2014-03-03,29,2,924,ham,15.2,Fresh Food,30.4,2014-03
2716,2014-06-09,45,1,6400,curd,9.8,Dairy,9.8,2014-06
4101,2014-11-27,5,1,11516,rolls/buns,1.2,Bakery & Sweets,1.2,2014-11
4259,2014-12-20,69,3,12155,domestic eggs,1.25,Fresh Food,3.75,2014-12
2252,2014-08-08,50,2,4665,bottled beer,1.8,Beverages,3.6,2014-08
4705,2014-02-18,59,3,13888,hard cheese,4.5,Dairy,13.5,2014-02
3882,2014-08-15,51,3,10750,dessert,1.15,Bakery & Sweets,3.4499999999999997,2014-08
1919,2014-12-06,128,3,3417,soft cheese,7.2,Dairy,21.6,2014-12
3915,2014-08-09,29,1,10869,ham,15.2,Fresh Food,15.2,2014-08
1115,2014-07-31,30,2,417,turkey,12.5,Fresh Food,25.0,2014-07
1260,2014-10-04,3,2,943,pip fruit,3.0,Fresh Food,6.0,2014-10
3107,2014-12-13,57,3,7855,meat,8.5,Fresh Food,25.5,2014-12
4196,2014-02-03,158,1,11906,flower (seeds),6.8,Household & Hygiene,6.8,2014-02
3303,2014-01-10,51,2,8571,dessert,1.15,Bakery & Sweets,2.3,2014-01
1575,2014-09-20,28,2,2102,misc. beverages,1.2,Beverages,2.4,2014-09
3390,2014-12-02,2,3,8876,whole milk,1.8,Dairy,5.4,2014-12
3487,2014-05-22,74,1,9233,whipped/sour cream,5.5,Dairy,5.5,2014-05
4373,2014-05-16,150,3,12622,nut snack,4.9,Snacks,14.700000000000001,2014-05
3348,2014-10-29,44,2,8736,newspapers,3.2,Specialty & Seasonal,6.4,2014-10
2030,2014-01-29,86,1,3836,soap,3.8,Household & Hygiene,3.8,2014-01
2836,2014-10-04,2,3,6854,whole milk,1.8,Dairy,5.4,2014-10
3364,2014-07-14,14,2,8799,chocolate,11.5,Bakery & Sweets,23.0,2014-07
3366,2014-05-28,100,3,8809,chewing gum,0.5,Specialty & Seasonal,1.5,2014-05
3929,2014-01-10,103,3,10928,semi-finished bread,1.1,Frozen & Processed Food,3.3000000000000003,2014-01
1017,2014-02-21,4,3,70,other vegetables,0.8,Fresh Food,2.4000000000000004,2014-02
1456,2014-08-12,13,1,1657,packaged fruit/vegetables,3.5,Fresh Food,3.5,2014-08
3344,2014-01-21,25,2,8720,canned beer,1.1,Beverages,2.2,2014-01
4649,2014-01-06,4,2,13640,other vegetables,0.8,Fresh Food,1.6,2014-01
4566,2014-10-31,28,2,13333,misc. beverages,1.2,Beverages,2.4,2014-10
1922,2014-01-07,18,2,3429,yogurt,2.2,Dairy,4.4,2014-01
3090,2014-03-19,41,1,7786,processed cheese,6.4,Dairy,6.4,2014-03
3383,2014-11-13,4,3,8853,other vegetables,0.8,Fresh Food,2.4000000000000004,2014-11
3284,2014-01-27,136,2,8500,dishes,6.8,Specialty & Seasonal,13.6,2014-01
3905,2014-02-03,58,1,10828,ice cream,1.8,Frozen & Processed Food,1.8,2014-02
3768,2014-07-31,8,3,10326,beef,19.5,Fresh Food,58.5,2014-07
3464,2014-06-30,70,1,9131,margarine,3.5,Pantry Staples,3.5,2014-06
2742,2014-07-07,4,1,6490,other vegetables,0.8,Fresh Food,0.8,2014-07
2019,2014-06-10,7,2,3796,citrus fruit,1.5,Fresh Food,3.0,2014-06
3131,2014-12-03,18,2,7946,yogurt,2.2,Dairy,4.4,2014-12
3502,2014-06-15,64,3,9297,UHT-milk,2.1,Dairy,6.300000000000001,2014-06
3077,2014-04-01,22,3,7729,root vegetables,1.8,Fresh Food,5.4,2014-04
1298,2014-07-26,24,2,1088,pastry,3.1,Bakery & Sweets,6.2,2014-07
2740,2014-06-16,57,1,6483,meat,8.5,Fresh Food,8.5,2014-06
2933,2014-08-01,38,2,7198,soda,0.8,Beverages,1.6,2014-08
4650,2014-07-12,5,3,13646,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2014-07
3622,2014-09-28,3,1,9778,pip fruit,3.0,Fresh Food,3.0,2014-09
4526,2014-12-17,38,1,13187,soda,0.8,Beverages,0.8,2014-12
4467,2014-12-11,57,1,12967,meat,8.5,Fresh Food,8.5,2014-12
1302,2014-11-22,22,2,1098,root vegetables,1.8,Fresh Food,3.6,2014-11
2322,2014-02-15,3,2,4925,pip fruit,3.0,Fresh Food,6.0,2014-02
2212,2014-06-08,11,3,4513,butter,3.2,Dairy,9.600000000000001,2014-06
1905,2014-01-31,142,1,3364,seasonal products,5.4,Specialty & Seasonal,5.4,2014-01
3413,2014-10-27,49,1,8958,beverages,1.1,Beverages,1.1,2014-10
3437,2014-11-07,8,2,9036,beef,19.5,Fresh Food,39.0,2014-11
2758,2014-05-26,64,3,6555,UHT-milk,2.1,Dairy,6.300000000000001,2014-05
3942,2014-04-18,38,3,10970,soda,0.8,Beverages,2.4000000000000004,2014-04
2479,2014-03-09,25,1,5508,canned beer,1.1,Beverages,1.1,2014-03
4773,2014-12-16,45,2,14145,curd,9.8,Dairy,19.6,2014-12
4480,2014-06-12,28,1,13007,misc. beverages,1.2,Beverages,1.2,2014-06
2562,2014-05-17,73,2,5820,oil,3.4,Pantry Staples,6.8,2014-05
2069,2014-11-12,101,3,3997,canned fish,2.1,Frozen & Processed Food,6.300000000000001,2014-11
4646,2014-12-11,65,1,13630,candy,3.6,Bakery & Sweets,3.6,2014-12
4960,2014-10-28,21,1,14840,hamburger meat,12.3,Fresh Food,12.3,2014-10
2278,2014-03-15,74,1,4769,whipped/sour cream,5.5,Dairy,5.5,2014-03
1154,2014-05-15,84,3,569,female sanitary products,2.5,Personal Care,7.5,2014-05
4536,2014-05-11,7,1,13224,citrus fruit,1.5,Fresh Food,1.5,2014-05
2982,2014-10-22,1,3,7387,tropical fruit,7.8,Fresh Food,23.4,2014-10
3098,2014-05-29,7,2,7816,citrus fruit,1.5,Fresh Food,3.0,2014-05
1523,2014-03-20,50,3,1924,bottled beer,1.8,Beverages,5.4,2014-03
1796,2014-11-15,2,2,2941,whole milk,1.8,Dairy,3.6,2014-11
2086,2014-12-02,17,3,4067,bottled water,0.5,Beverages,1.5,2014-12
1770,2014-05-15,15,3,2828,specialty bar,5.2,Bakery & Sweets,15.600000000000001,2014-05
2801,2014-06-17,2,1,6732,whole milk,1.8,Dairy,1.8,2014-06
3848,2014-01-16,22,3,10623,root vegetables,1.8,Fresh Food,5.4,2014-01
1682,2014-01-18,4,1,2497,other vegetables,0.8,Fresh Food,0.8,2014-01
1793,2014-09-30,3,2,2925,pip fruit,3.0,Fresh Food,6.0,2014-09
4831,2014-07-29,28,2,14373,misc. beverages,1.2,Beverages,2.4,2014-07
3451,2014-06-08,103,1,9082,semi-finished bread,1.1,Frozen & Processed Food,1.1,2014-06
1791,2014-10-02,24,2,2920,pastry,3.1,Bakery & Sweets,6.2,2014-10
1352,2014-03-03,1,3,1275,tropical fruit,7.8,Fresh Food,23.4,2014-03
3003,2014-04-22,142,1,7459,seasonal products,5.4,Specialty & Seasonal,5.4,2014-04
2067,2014-07-03,25,1,3988,canned beer,1.1,Beverages,1.1,2014-07
2042,2014-12-19,45,1,3884,curd,9.8,Dairy,9.8,2014-12
2303,2014-07-30,13,2,4860,packaged fruit/vegetables,3.5,Fresh Food,7.0,2014-07
1768,2014-07-22,133,2,2818,flower soil/fertilizer,2.83,Household & Hygiene,5.66,2014-07
2139,2014-03-02,4,3,4244,other vegetables,0.8,Fresh Food,2.4000000000000004,2014-03
1917,2014-10-09,24,3,3412,pastry,3.1,Bakery & Sweets,9.3,2014-10
1418,2014-06-21,38,1,1516,soda,0.8,Beverages,0.8,2014-06
2134,2014-01-17,38,3,4228,soda,0.8,Beverages,2.4000000000000004,2014-01
3354,2014-05-14,43,2,8755,sparkling wine,12.5,Beverages,25.0,2014-05
4109,2014-12-05,75,3,11556,frozen vegetables,2.5,Frozen & Processed Food,7.5,2014-12
1377,2014-12-11,18,2,1365,yogurt,2.2,Dairy,4.4,2014-12
4360,2014-09-27,14,3,12570,chocolate,11.5,Bakery & Sweets,34.5,2014-09
2590,2014-08-27,1,2,5925,tropical fruit,7.8,Fresh Food,15.6,2014-08
2358,2014-08-08,64,2,5063,UHT-milk,2.1,Dairy,4.2,2014-08
2191,2014-10-22,51,3,4435,dessert,1.15,Bakery & Sweets,3.4499999999999997,2014-10
2719,2014-12-18,40,3,6415,grapes,9.4,Fresh Food,28.200000000000003,2014-12
1908,2014-10-29,73,2,3381,oil,3.4,Pantry Staples,6.8,2014-10
1410,2014-02-11,17,1,1485,bottled water,0.5,Beverages,0.5,2014-02
2815,2014-08-05,115,3,6791,waffles,2.5,Bakery & Sweets,7.5,2014-08
3304,2014-11-15,50,2,8574,bottled beer,1.8,Beverages,3.6,2014-11
1608,2014-01-14,12,3,2217,fruit/vegetable juice,2.1,Beverages,6.300000000000001,2014-01
1427,2014-02-04,2,3,1553,whole milk,1.8,Dairy,5.4,2014-02
1709,2014-08-22,83,3,2587,white bread,0.3,Bakery & Sweets,0.8999999999999999,2014-08
1342,2014-08-20,51,3,1246,dessert,1.15,Bakery & Sweets,3.4499999999999997,2014-08
3593,2014-03-11,152,3,9661,softener,11.8,Household & Hygiene,35.400000000000006,2014-03
1057,2014-06-08,1,1,215,tropical fruit,7.8,Fresh Food,7.8,2014-06
2288,2014-10-16,4,1,4794,other vegetables,0.8,Fresh Food,0.8,2014-10
1922,2014-11-07,24,1,3433,pastry,3.1,Bakery & Sweets,3.1,2014-11
3166,2014-06-22,17,2,8072,bottled water,0.5,Beverages,1.0,2014-06
3733,2014-05-23,83,1,10176,white bread,0.3,Bakery & Sweets,0.3,2014-05
1837,2014-02-27,3,1,3098,pip fruit,3.0,Fresh Food,3.0,2014-02
2619,2014-12-24,4,2,6040,other vegetables,0.8,Fresh Food,1.6,2014-12
1657,2014-04-29,36,1,2421,frozen meals,9.7,Frozen & Processed Food,9.7,2014-04
3919,2014-02-08,25,3,10891,canned beer,1.1,Beverages,3.3000000000000003,2014-02
2354,2014-08-20,38,1,5044,soda,0.8,Beverages,0.8,2014-08
4018,2014-11-23,38,1,11235,soda,0.8,Beverages,0.8,2014-11
4968,2014-11-05,70,1,14865,margarine,3.5,Pantry Staples,3.5,2014-11
1050,2014-02-15,115,3,176,waffles,2.5,Bakery & Sweets,7.5,2014-02
1540,2014-11-27,18,3,1977,yogurt,2.2,Dairy,6.6000000000000005,2014-11
1101,2014-12-25,20,3,362,brown bread,0.8,Bakery & Sweets,2.4000000000000004,2014-12
4354,2014-07-30,38,3,12552,soda,0.8,Beverages,2.4000000000000004,2014-07
2038,2014-07-23,3,2,3862,pip fruit,3.0,Fresh Food,6.0,2014-07
2853,2014-10-26,4,3,6916,other vegetables,0.8,Fresh Food,2.4000000000000004,2014-10
4830,2014-01-04,38,3,14369,soda,0.8,Beverages,2.4000000000000004,2014-01
4434,2014-11-29,1,3,12841,tropical fruit,7.8,Fresh Food,23.4,2014-11
2400,2014-03-08,114,3,5214,napkins,21.8,Household & Hygiene,65.4,2014-03
3918,2014-03-20,20,2,10885,brown bread,0.8,Bakery & Sweets,1.6,2014-03
1062,2014-01-26,2,1,227,whole milk,1.8,Dairy,1.8,2014-01
1866,2014-08-14,11,1,3207,butter,3.2,Dairy,3.2,2014-08
3389,2014-07-20,58,3,8871,ice cream,1.8,Frozen & Processed Food,5.4,2014-07
3082,2014-05-21,2,3,7747,whole milk,1.8,Dairy,5.4,2014-05
4363,2014-05-30,96,3,12583,hygiene articles,7.5,Household & Hygiene,22.5,2014-05
1941,2014-01-29,2,1,3517,whole milk,1.8,Dairy,1.8,2014-01
3932,2014-05-07,27,1,10939,coffee,8.5,Beverages,8.5,2014-05
3787,2014-03-02,3,3,10400,pip fruit,3.0,Fresh Food,9.0,2014-03
2196,2014-06-28,8,1,4463,beef,19.5,Fresh Food,19.5,2014-06
1587,2014-09-01,96,2,2141,hygiene articles,7.5,Household & Hygiene,15.0,2014-09
4066,2014-11-01,12,3,11385,fruit/vegetable juice,2.1,Beverages,6.300000000000001,2014-11
2733,2014-05-05,2,3,6461,whole milk,1.8,Dairy,5.4,2014-05
4656,2014-06-19,54,2,13668,condensed milk,3.5,Dairy,7.0,2014-06
3107,2014-12-12,7,2,7854,citrus fruit,1.5,Fresh Food,3.0,2014-12
1171,2014-03-01,38,1,630,soda,0.8,Beverages,0.8,2014-03
3321,2014-04-19,95,2,8641,frozen fish,5.8,Frozen & Processed Food,11.6,2014-04
3908,2014-04-27,34,3,10839,flour,2.1,Pantry Staples,6.300000000000001,2014-04
2916,2014-12-06,62,1,7136,pickled vegetables,2.7,Fresh Food,2.7,2014-12
2334,2014-02-03,18,2,4962,yogurt,2.2,Dairy,4.4,2014-02
1736,2014-09-10,1,1,2688,tropical fruit,7.8,Fresh Food,7.8,2014-09
2663,2014-05-13,17,1,6193,bottled water,0.5,Beverages,0.5,2014-05
2689,2014-08-27,101,1,6287,canned fish,2.1,Frozen & Processed Food,2.1,2014-08
1174,2014-12-29,22,1,641,root vegetables,1.8,Fresh Food,1.8,2014-12
3194,2014-10-22,62,2,8180,pickled vegetables,2.7,Fresh Food,5.4,2014-10
1661,2014-08-29,1,3,2441,tropical fruit,7.8,Fresh Food,23.4,2014-08
4956,2014-11-20,18,3,14825,yogurt,2.2,Dairy,6.6000000000000005,2014-11
3668,2014-08-11,7,2,9933,citrus fruit,1.5,Fresh Food,3.0,2014-08
3816,2014-10-24,5,3,10506,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2014-10
3077,2014-05-15,24,1,7730,pastry,3.1,Bakery & Sweets,3.1,2014-05
2542,2014-01-01,76,1,5735,sliced cheese,4.2,Dairy,4.2,2014-01
1245,2014-07-12,66,1,894,onions,1.3,Fresh Food,1.3,2014-07
3571,2014-02-03,77,2,9564,dish cleaner,2.5,Household & Hygiene,5.0,2014-02
1427,2014-02-12,65,1,1554,candy,3.6,Bakery & Sweets,3.6,2014-02
3050,2014-11-11,11,1,7638,butter,3.2,Dairy,3.2,2014-11
2550,2014-02-27,11,2,5770,butter,3.2,Dairy,6.4,2014-02
3524,2014-09-05,96,1,9387,hygiene articles,7.5,Household & Hygiene,7.5,2014-09
4626,2014-07-02,22,1,13555,root vegetables,1.8,Fresh Food,1.8,2014-07
2178,2014-04-14,10,3,4395,chicken,7.2,Fresh Food,21.6,2014-04
1526,2014-07-21,18,2,1936,yogurt,2.2,Dairy,4.4,2014-07
3075,2014-02-09,27,1,7724,coffee,8.5,Beverages,8.5,2014-02
1381,2014-01-01,45,1,1386,curd,9.8,Dairy,9.8,2014-01
2361,2014-01-04,98,1,5073,light bulbs,5.7,Household & Hygiene,5.7,2014-01
3507,2014-08-09,22,1,9313,root vegetables,1.8,Fresh Food,1.8,2014-08
1225,2014-03-03,2,3,812,whole milk,1.8,Dairy,5.4,2014-03
4745,2014-03-28,128,3,14039,soft cheese,7.2,Dairy,21.6,2014-03
4623,2014-06-25,17,3,13539,bottled water,0.5,Beverages,1.5,2014-06
2727,2014-05-29,38,3,6438,soda,0.8,Beverages,2.4000000000000004,2014-05
4147,2014-08-25,2,2,11709,whole milk,1.8,Dairy,3.6,2014-08
4223,2014-03-20,1,1,12017,tropical fruit,7.8,Fresh Food,7.8,2014-03
2604,2014-04-03,2,3,5982,whole milk,1.8,Dairy,5.4,2014-04
2591,2014-12-10,22,1,5931,root vegetables,1.8,Fresh Food,1.8,2014-12
3662,2014-02-16,56,2,9906,white wine,14.2,Beverages,28.4,2014-02
3719,2014-10-03,54,1,10123,condensed milk,3.5,Dairy,3.5,2014-10
2535,2014-04-01,19,1,5710,sausage,3.1,Fresh Food,3.1,2014-04
2323,2014-09-06,76,3,4926,sliced cheese,4.2,Dairy,12.600000000000001,2014-09
2003,2014-11-30,61,3,3734,liquor,8.5,Beverages,25.5,2014-11
4646,2014-03-30,2,2,13629,whole milk,1.8,Dairy,3.6,2014-03
3277,2014-10-31,2,1,8478,whole milk,1.8,Dairy,1.8,2014-10
1910,2014-05-20,5,3,3388,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2014-05
2521,2014-03-22,22,3,5659,root vegetables,1.8,Fresh Food,5.4,2014-03
4510,2014-10-22,19,3,13125,sausage,3.1,Fresh Food,9.3,2014-10
4451,2014-11-23,60,2,12904,cream cheese,6.3,Dairy,12.6,2014-11
3539,2014-05-09,18,1,9442,yogurt,2.2,Dairy,2.2,2014-05
3206,2014-07-07,22,3,8220,root vegetables,1.8,Fresh Food,5.4,2014-07
1748,2014-03-12,38,1,2737,soda,0.8,Beverages,0.8,2014-03
4554,2014-07-20,2,2,13288,whole milk,1.8,Dairy,3.6,2014-07
4449,2014-09-25,22,1,12898,root vegetables,1.8,Fresh Food,1.8,2014-09
1932,2014-08-02,7,3,3480,citrus fruit,1.5,Fresh Food,4.5,2014-08
4228,2014-06-26,4,1,12040,other vegetables,0.8,Fresh Food,0.8,2014-06
1190,2014-09-10,74,1,697,whipped/sour cream,5.5,Dairy,5.5,2014-09
1814,2014-06-28,21,2,3005,hamburger meat,12.3,Fresh Food,24.6,2014-06
1815,2014-06-27,66,2,3010,onions,1.3,Fresh Food,2.6,2014-06
4637,2014-08-28,37,1,13593,herbs,6.5,Fresh Food,6.5,2014-08
4712,2014-12-14,4,1,13918,other vegetables,0.8,Fresh Food,0.8,2014-12
4539,2014-03-31,56,1,13238,white wine,14.2,Beverages,14.2,2014-03
2388,2014-11-19,4,2,5164,other vegetables,0.8,Fresh Food,1.6,2014-11
2131,2014-09-22,40,2,4212,grapes,9.4,Fresh Food,18.8,2014-09
1422,2014-02-26,8,1,1532,beef,19.5,Fresh Food,19.5,2014-02
1304,2014-06-07,21,2,1107,hamburger meat,12.3,Fresh Food,24.6,2014-06
2269,2014-05-26,76,3,4724,sliced cheese,4.2,Dairy,12.600000000000001,2014-05
4288,2014-06-20,7,2,12268,citrus fruit,1.5,Fresh Food,3.0,2014-06
1061,2014-10-23,49,2,225,beverages,1.1,Beverages,2.2,2014-10
4093,2014-07-08,3,2,11487,pip fruit,3.0,Fresh Food,6.0,2014-07
4937,2014-09-30,61,3,14743,liquor,8.5,Beverages,25.5,2014-09
1384,2014-09-28,17,3,1400,bottled water,0.5,Beverages,1.5,2014-09
3442,2014-03-02,5,3,9052,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2014-03
1446,2014-09-02,7,1,1626,citrus fruit,1.5,Fresh Food,1.5,2014-09
3901,2014-02-14,5,1,10813,rolls/buns,1.2,Bakery & Sweets,1.2,2014-02
1002,2014-02-09,75,3,11,frozen vegetables,2.5,Frozen & Processed Food,7.5,2014-02
4437,2014-11-04,8,1,12849,beef,19.5,Fresh Food,19.5,2014-11
3905,2014-05-11,4,1,10830,other vegetables,0.8,Fresh Food,0.8,2014-05
2956,2014-10-23,4,1,7290,other vegetables,0.8,Fresh Food,0.8,2014-10
3090,2014-01-23,4,3,7785,other vegetables,0.8,Fresh Food,2.4000000000000004,2014-01
3305,2014-08-24,2,2,8578,whole milk,1.8,Dairy,3.6,2014-08
2893,2014-04-16,40,3,7059,grapes,9.4,Fresh Food,28.200000000000003,2014-04
3916,2014-05-22,1,3,10877,tropical fruit,7.8,Fresh Food,23.4,2014-05
1770,2014-04-23,4,1,2827,other vegetables,0.8,Fresh Food,0.8,2014-04
1303,2014-10-28,1,1,1103,tropical fruit,7.8,Fresh Food,7.8,2014-10
2846,2014-10-26,101,2,6886,canned fish,2.1,Frozen & Processed Food,4.2,2014-10
4143,2014-01-14,24,2,11694,pastry,3.1,Bakery & Sweets,6.2,2014-01
3166,2014-11-08,136,2,8073,dishes,6.8,Specialty & Seasonal,13.6,2014-11
2679,2014-08-31,5,2,6251,rolls/buns,1.2,Bakery & Sweets,2.4,2014-08
3229,2014-11-16,5,3,8308,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2014-11
4720,2014-06-20,1,2,13946,tropical fruit,7.8,Fresh Food,15.6,2014-06
3227,2014-07-21,25,3,8303,canned beer,1.1,Beverages,3.3000000000000003,2014-07
2463,2014-01-14,26,1,5451,berries,10.8,Fresh Food,10.8,2014-01
4079,2014-03-18,22,2,11435,root vegetables,1.8,Fresh Food,3.6,2014-03
4234,2014-06-10,76,1,12062,sliced cheese,4.2,Dairy,4.2,2014-06
4487,2014-07-29,73,1,13030,oil,3.4,Pantry Staples,3.4,2014-07
2925,2014-08-25,84,3,7170,female sanitary products,2.5,Personal Care,7.5,2014-08
2638,2014-01-06,22,2,6104,root vegetables,1.8,Fresh Food,3.6,2014-01
3543,2014-09-13,5,3,9453,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2014-09
2763,2014-05-18,5,1,6582,rolls/buns,1.2,Bakery & Sweets,1.2,2014-05
1331,2014-04-06,1,2,1201,tropical fruit,7.8,Fresh Food,15.6,2014-04
4338,2014-10-09,80,1,12494,salty snack,0.5,Snacks,0.5,2014-10
3268,2014-11-03,101,1,8454,canned fish,2.1,Frozen & Processed Food,2.1,2014-11
3985,2014-06-22,49,2,11130,beverages,1.1,Beverages,2.2,2014-06
4659,2014-01-22,56,2,13683,white wine,14.2,Beverages,28.4,2014-01
1838,2014-06-19,3,2,3103,pip fruit,3.0,Fresh Food,6.0,2014-06
1652,2014-06-19,8,3,2394,beef,19.5,Fresh Food,58.5,2014-06
3737,2014-01-03,125,3,10188,instant coffee,4.9,Frozen & Processed Food,14.700000000000001,2014-01
